index,readout,read_val,name,model_name,p_val,log2FC,xnorm,pname
23,Decay,64.8,IL2,thres,14.204137931034483,0.004459648190699556,0.9377162629757785,beta_prec
24,Peak,1188.0606758059546,IL2,thres,14.30896551724138,0.07845437737098411,0.944636678200692,beta_prec
25,Area,6592.040456573411,IL2,thres,14.30896551724138,0.06940192610029904,0.944636678200692,beta_prec
26,Peaktime,6.369982541273295,IL2,thres,14.30896551724138,-0.0003204032880070983,0.944636678200692,beta_prec
27,Decay,64.8,IL2,thres,14.30896551724138,0.004459648190699556,0.944636678200692,beta_prec
28,Peak,1179.8431292366527,IL2,thres,14.413793103448276,0.06844091208337673,0.9515570934256056,beta_prec
29,Area,6551.590666348199,IL2,thres,14.413793103448276,0.06052205181702483,0.9515570934256056,beta_prec
30,Peaktime,6.369950906214574,IL2,thres,14.413793103448276,-0.00032756812015048817,0.9515570934256056,beta_prec
31,Decay,64.8,IL2,thres,14.413793103448276,0.004459648190699556,0.9515570934256056,beta_prec
32,Peak,1171.730226871882,IL2,thres,14.518620689655172,0.05848630835741958,0.9584775086505191,beta_prec
33,Area,6511.652848183317,IL2,thres,14.518620689655172,0.05170061758994911,0.9584775086505191,beta_prec
34,Peaktime,6.369974382993857,IL2,thres,14.518620689655172,-0.0003222510037187365,0.9584775086505191,beta_prec
35,Decay,64.8,IL2,thres,14.518620689655172,0.004459648190699556,0.9584775086505191,beta_prec
36,Peak,1163.72193451997,IL2,thres,14.623448275862069,0.04859223376580079,0.9653979238754326,beta_prec
37,Area,6472.225081783667,IL2,thres,14.623448275862069,0.04293861008957419,0.9653979238754326,beta_prec
38,Peaktime,6.370050547918656,IL2,thres,14.623448275862069,-0.0003050009967690361,0.9653979238754326,beta_prec
39,Decay,64.7,IL2,thres,14.623448275862069,0.0022315472985826594,0.9653979238754326,beta_prec
40,Peak,1155.8160231459246,IL2,thres,14.728275862068966,0.038757634367680434,0.972318339100346,beta_prec
41,Area,6433.300640288502,IL2,thres,14.728275862068966,0.03423593958906847,0.972318339100346,beta_prec
42,Peaktime,6.3701994596589016,IL2,thres,14.728275862068966,-0.00027127571993938585,0.972318339100346,beta_prec
43,Decay,64.7,IL2,thres,14.728275862068966,0.0022315472985826594,0.972318339100346,beta_prec
44,Peak,1148.0107396185765,IL2,thres,14.833103448275862,0.028981997497496075,0.9792387543252595,beta_prec
45,Area,6394.8687230572705,IL2,thres,14.833103448275862,0.02559157253807204,0.9792387543252595,beta_prec
46,Peaktime,6.370409368215652,IL2,thres,14.833103448275862,-0.0002237373270756747,0.9792387543252595,beta_prec
47,Decay,64.7,IL2,thres,14.833103448275862,0.0022315472985826594,0.9792387543252595,beta_prec
48,Peak,1140.3057198959798,IL2,thres,14.937931034482759,0.01926652680128876,0.986159169550173,beta_prec
49,Area,6356.928437223547,IL2,thres,14.937931034482759,0.017006676926909343,0.986159169550173,beta_prec
50,Peaktime,6.370691326719497,IL2,thres,14.937931034482759,-0.0001598841098318198,0.986159169550173,beta_prec
51,Decay,64.7,IL2,thres,14.937931034482759,0.0022315472985826594,0.986159169550173,beta_prec
52,Peak,1132.6960910654896,IL2,thres,15.042758620689655,0.009606688661942536,0.9930795847750865,beta_prec
53,Area,6319.454786880784,IL2,thres,15.042758620689655,0.008476924229463034,0.9930795847750865,beta_prec
54,Peaktime,6.371024040626094,IL2,thres,15.042758620689655,-8.454029789549129e-05,0.9930795847750865,beta_prec
55,Decay,64.60000000000001,IL2,thres,15.042758620689655,0.0,0.9930795847750865,beta_prec
56,Peak,1125.1786950304154,IL2,thres,15.147586206896552,0.0,1.0,beta_prec
57,Area,6282.432086377373,IL2,thres,15.147586206896552,0.0,1.0,beta_prec
58,Peaktime,6.371397386368787,IL2,thres,15.147586206896552,0.0,1.0,beta_prec
59,Decay,64.60000000000001,IL2,thres,15.147586206896552,0.0,1.0,beta_prec
60,Peak,1117.7579336590602,IL2,thres,15.252413793103447,-0.009546355038576286,1.0069204152249134,beta_prec
61,Area,6245.882739235977,IL2,thres,15.252413793103447,-0.008417686208372629,1.0069204152249134,beta_prec
62,Peaktime,6.371842040521003,IL2,thres,15.252413793103447,0.00010068088954191771,1.0069204152249134,beta_prec
63,Decay,64.60000000000001,IL2,thres,15.252413793103447,0.0,1.0069204152249134,beta_prec
64,Peak,1110.4295055866373,IL2,thres,15.357241379310345,-0.019036333102546096,1.013840830449827,beta_prec
65,Area,6209.784866258598,IL2,thres,15.357241379310345,-0.01677988240427525,1.013840830449827,beta_prec
66,Peaktime,6.372342715686216,IL2,thres,15.357241379310345,0.00021403793703293143,1.013840830449827,beta_prec
